,instruction,output
7308,User asked: 'What is this extra fee while I was doing a transfer?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7309,User asked: 'Next time maybe let people know that buying things from another country costs extra. I used my card to purchase an item from another country and I was charged for the item and also an extra fee it looks like. I wasnt aware of this and I think I should get a refund.',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7310,"User asked: 'Hi! I'm a university student studying abroad and I noticed that when I was trying to cross-reference my budget for this month that there were extra fees I was not expecting. Why is that? I've had this account for years and I haven't had any trouble so far, it might not even be on your all's end since I'm still new to international travel and finance, but I wanted to double check in case a mistake was made!'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7311,User asked: 'Will I get extra charges?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7312,"User asked: 'I noticed a fee, while banking abroad, that seems different than any I have been charged before. What does this fee mean?'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7313,User asked: 'I think I have an extra transfer charge.',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7314,"User asked: 'I usually don't get charged for transfers, why was I this month?'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7315,User asked: 'Why was my transfer charged a fee?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7316,User asked: 'I should not have been charged a fee for my transfer.',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7317,User asked: 'I did a transfer and was charged a fee that should not have been charged!',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7318,User asked: 'I was charged a fee for a transfer. Where did it come from?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7319,User asked: 'Why did I get charged a fee for my transfer?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7320,User asked: 'How come a fee was charged when I tranferred money',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7321,User asked: 'Why was a fee charged to me for transferring money?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7322,User asked: 'Why do I get a fee every time I transfer?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7323,User asked: 'I was charge a fee that I wasn't told about',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7324,User asked: 'I noticed a charge for a transfer.  Why is this?  Is it because I did an international transfer?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7325,User asked: 'Is it right that I've been charged for transferring money?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
